223|*|IDAHO|*|USA|*|42.339083|*|-111.37641
525|*|San Bernardino, CA|*|USA|*||*|
639|*|OZARK MOUNTAINS|*|USA|*||*|
3|*|Please visit, my other Auctions!!!|*|USA|*||*|
17|*|Willington, Connecticut|*|USA|*||*|
114|*|lake oswego, oregon|*|USA|*|45.41387|*|-122.72492
79|*|Sussex, wi|*|USA|*|43.14004|*|-88.22641
37|*|Britney's Christmas Thongs :-)~|*|USA|*||*|
10|*|Beautiful Lake Tahoe, CA|*|USA|*||*|
82|*|BEST DRESSED KIDS|*|USA|*||*|
501|*|Hill Country of Texas|*|USA|*||*|
82|*|Bay Area,CA|*|USA|*|37.189396|*|-121.705327
137|*|North Plainfield, N.J.|*|USA|*|40.453131|*|-74.48287
175|*|Kitty City, Pa.|*|USA|*|40.847829|*|-79.451575
266|*|Oxford, MS|*|USA|*||*|
63|*|Check all my AUCTIONS! Combine Shipping!|*|USA|*||*|
32|*|middletown vt|*|USA|*||*|
185|*|Lakeland, FL|*|USA|*|28.042948|*|-81.9849
165|*|Sherman, Texas|*|USA|*|33.649938|*|-96.65387
500|*|Sparta, KY|*|USA|*||*|
58|*|Monterey Ca|*|USA|*|36.606225|*|-121.908915
65|*|The Heart of Michigan|*|USA|*||*|
332|*|Southern Arizona|*|USA|*||*|
176|*|Groton, CT Go Navy!!!!!|*|USA|*||*|
32|*|Tampa, FL.|*|USA|*|27.871964|*|-82.438841
2|*|Reading, Pa|*|USA|*||*|
135|*|PANHANDLE, FLORIDA U.S.A.|*|USA|*||*|
149|*|Voorthuizen|*|Netherlands|*||*|
258|*|Lufkin, TX|*|USA|*|31.287257|*|-94.577084
99|*|Fishing Creek Pa|*|USA|*|40.128089|*|-78.5839
615|*|Crystal Lake, IL|*|USA|*||*|
89|*|CHECT OUT MY OTHER SIGHTS|*|USA|*||*|
84|*|san jose|*|USA|*|37.189396|*|-121.705327
115|*|Beverly Hills, Santa Monica, CA|*|USA|*|33.786594|*|-118.298662
153|*|AUDUBON, IN THE SOUTH OF JERSEY, NEW JERSEY|*|USA|*||*|
386|*|Santa Clara, CA|*|USA|*|37.189396|*|-121.705327
94|*|Holland, PA|*|USA|*|40.335974|*|-75.04288
618|*|Western PA|*|USA|*|39.972349|*|-76.28733
57|*|Tewksbury, Ma|*|USA|*|42.601684|*|-71.22071
294|*|Mt. Laurel, NJ 08054|*|USA|*||*|
4|*|Every Nook and Cranny|*|USA|*||*|
172|*|Sunway|*|Canada|*||*|
84|*|Bushkill, PA|*|USA|*||*|
58|*|Delaware, OH|*|USA|*||*|
61|*|Mentone Indiana|*|USA|*||*|
191|*|59|*|France|*||*|
494|*|Tampa, Fl|*|USA|*|27.871964|*|-82.438841
179|*|Thank you for shopping Model's Closet!|*|USA|*||*|
236|*|West Plains, MO|*|USA|*|38.808884|*|-90.85922
275|*|Donnels Creek Antiques|*|USA|*||*|
54|*|Lubbock, United States of Texas|*|USA|*|33.610018|*|-101.821292
98|*|Melville|*|USA|*||*|
173|*|check out my other frederick's auctions|*|USA|*||*|
97|*|Oak Creek Wisconsin 53154|*|USA|*||*|
286|*|Pittsburgh - GO STEELERS!!!!|*|USA|*|40.420019|*|-79.939473
23|*|Frosty's Icehouse|*|Canada|*||*|
384|*|Snowy Northern Idaho|*|USA|*||*|
43|*|Kent WA 98031-3150|*|USA|*||*|
60|*|Laguna Niguel|*|USA|*||*|
44|*|The Beautiful Great Lakes State|*|USA|*||*|
292|*|HUNTSVILLE, AL|*|USA|*||*|
19|*|phoenix, AZ|*|USA|*|33.276539|*|-112.18717
95|*|PALM BEACH FLORIDA|*|USA|*||*|
183|*|Clayton NC|*|USA|*|35.635275|*|-78.4489
140|*|Casselberry|*|USA|*||*|
117|*|Beverly Hills|*|USA|*|33.786594|*|-118.298662
103|*|Seoul|*|Korea, South|*||*|
22|*|THE SOONER STATE|*|USA|*||*|
59|*|Bremerton, WA|*|USA|*|47.569167|*|-122.63479
81|*|Boardman, Ohio|*|USA|*|40.886803|*|-83.89259
92|*|FAST SHIPPING from California|*|USA|*|34.189605|*|-118.22857
105|*|my treasure island|*|USA|*||*|
26|*|Please View My Other Auctions!!|*|USA|*||*|
80|*|LAKE ORION|*|USA|*||*|
51|*|SAN DIEGO,CA.|*|USA|*||*|
155|*|CHIC'n'BARGAIN|*|Hong Kong|*||*|
52|*|Mason City, IA|*|USA|*|43.081604|*|-93.260879
198|*|Clinton, Michigan|*|USA|*|42.067837|*|-83.95779
207|*|WINDY WYOMING|*|USA|*|43.0|*|107.5
101|*|CLIFTON, N.J.|*|USA|*|41.011428|*|-74.304793
81|*|central Florida|*|USA|*|30.61428|*|-87.275772
176|*|Ripley, WV|*|USA|*|38.803814|*|-81.70763
149|*|Boilermaker Country|*|USA|*||*|
27|*|U.S.A.|*|USA|*||*|
52|*|Beautiful Northern California|*|USA|*||*|
141|*|Groton,Vermont|*|USA|*|44.254302|*|-72.22669
177|*|Enfield, CT|*|USA|*|41.791776|*|-72.718832
58|*|Valley Center|*|USA|*||*|
514|*|DORSET|*|United Kingdom|*||*|
323|*|Merry Christmas and Happy New Year|*|USA|*||*|
303|*|SEE MY OTHER AUCTIONS|*|USA|*||*|
91|*|Well Trimmed, USA|*|USA|*||*|
83|*|Home of the Dallas Cowboys!|*|USA|*||*|
244|*|NORTHERN OHIO|*|USA|*||*|
372|*|THE SUNSHINE STATE|*|USA|*||*|
289|*|GOD BLESS AMERICA!!!|*|USA|*||*|
90|*|CLEARWATER, FLORIDA|*|USA|*|27.891809|*|-82.724763
378|*|Hemet, CA|*|USA|*|33.752886|*|-116.055617
98|*|rp|*|USA|*||*|
67|*|Check my other auctions for dance clothes|*|USA|*||*|
28|*|ONTARIO,CA|*|USA|*|34.839964|*|-115.967051
227|*|SANTA BARBARA CA|*|USA|*|34.262834|*|-119.848555
280|*|arkansas|*|USA|*|34.215648|*|-91.98841
71|*|Fort Payne, Al.|*|USA|*|34.452575|*|-85.717302
249|*|TOURNEFEUILLE|*|France|*||*|
334|*|Austin, Mn.|*|USA|*|43.671988|*|-92.97908
3|*|MPLS/ST PAUL|*|USA|*|45.015914|*|-93.47188
175|*|NOBLESVILLE|*|USA|*||*|
50|*|Email goodprices@hotmail.com for GREAT PRICE|*|USA|*||*|
159|*|Manchester,NH|*|USA|*||*|
67|*|SUNNY Florida|*|USA|*|30.5403|*|-85.18229
590|*|Palm Coast, Florida|*|USA|*||*|
325|*|Brantford|*|Canada|*||*|
4|*|Paypal or Billpoint ONLY!|*|Canada|*||*|
58|*|Henrietta, NY|*|USA|*||*|
29|*|NORTHERN AR.|*|USA|*||*|
116|*|Covina, CA|*|USA|*|34.088771|*|-117.85817
127|*|INDIANA|*|USA|*|39.997694|*|-85.75075
280|*|Long island, NY|*|USA|*|41.901849|*|-75.10493
187|*|Hadley, MA|*|USA|*|42.35549|*|-72.5733
136|*|NO REPROS|*|USA|*||*|
301|*|dearborn|*|USA|*||*|
67|*|Northeast Florida|*|USA|*||*|
119|*|THE GREAT STATE OF TEXAS|*|USA|*||*|
73|*|Keystone, SD 57751|*|USA|*||*|
141|*|Anderson,IN|*|USA|*|40.161733|*|-85.719659
5|*|LAWRENCE|*|USA|*|38.97583|*|-95.30399
55|*|WILLITS CALIFORNIA|*|USA|*||*|
36|*|Clarksville, IN|*|USA|*|38.303945|*|-85.76787
2|*|Barnstead Parade,NH|*|USA|*|43.338347|*|-71.29305
191|*|Gardena, CA|*|USA|*|33.899265|*|-118.319
55|*|Bluegrass of Kentucky|*|USA|*||*|
173|*|Flushing, NY|*|USA|*|40.651378|*|-73.870779
29|*|Montr_al, Canada|*|Canada|*||*|
14|*|Lancs|*|United Kingdom|*||*|
117|*|Kansas City|*|USA|*|39.035038|*|-94.356728
29|*|I COMBINE ITEMS TO SAVE YOU $$$!|*|USA|*||*|
106|*|Warwick|*|USA|*||*|
99|*|TRENTON, GEORGIA|*|USA|*||*|
76|*|DAYNA'S CLOSET|*|USA|*||*|
92|*|Bullhead City, AZ|*|USA|*||*|
177|*|reseda|*|USA|*|33.786594|*|-118.298662
226|*|Allentown, PA.|*|USA|*|40.57983|*|-75.579884
208|*|Posterstar|*|USA|*||*|
70|*|yonkers|*|USA|*||*|
168|*|ANTIQUE REVIVAL Naples, ME|*|USA|*|43.959974|*|-70.60312
33|*|West Nyack,NY|*|USA|*|42.094855|*|-77.94686
99|*|CLOSET OF GOOD TASTE|*|USA|*||*|
29|*|Cassidy's Closet!|*|USA|*||*|
58|*|Black Canyon City|*|USA|*||*|
840|*|Golden State CA|*|USA|*||*|
371|*|hants|*|United Kingdom|*||*|
105|*|East Meadow New York 11554|*|USA|*||*|
11|*|Rhein-Main-Aera|*|Germany|*||*|
68|*|Central California|*|USA|*|33.640302|*|-117.769442
161|*|brooksville|*|USA|*|40.645099|*|-73.945032
73|*|Alexandria VA|*|USA|*|38.815762|*|-77.09005
301|*|Highland Beach|*|USA|*||*|
778|*|Wilsonville,OR|*|USA|*||*|
18|*|PERFECT CHRISTMAS GIFT!!!|*|USA|*||*|
249|*|NJ (Check out my other auctions!!!)|*|USA|*|40.721602|*|-74.04703
93|*|PAYPAL ONLY!!!!|*|USA|*||*|
76|*|New York!|*|USA|*|40.679845|*|-73.986415
64|*|rhinelander WI|*|USA|*||*|
172|*|Valera, Texas 76884|*|USA|*||*|
9|*|Malibu, CA|*|USA|*|34.051056|*|-118.80768
120|*|Think Christmas|*|USA|*||*|
336|*|Arden|*|USA|*||*|
15|*|OSGOOD, INDIANA|*|USA|*|39.1548|*|-85.30949
15|*|Okla|*|USA|*|35.471566|*|-98.54418
124|*|tx-Please check my other Auctions-CLICK BELOW|*|USA|*||*|
37|*|Great Christmas Gift|*|USA|*||*|
539|*|P.O.Box 44803,Madison Wisc.53744|*|USA|*||*|
96|*|NY State|*|USA|*|41.057089|*|-73.81658
166|*|Palo Alto, CA|*|USA|*|37.32477|*|-122.184276
568|*|New Egypt, New Jersey|*|USA|*|40.075185|*|-74.48433
158|*|bay area|*|USA|*|37.189396|*|-121.705327
141|*|Moundsville, WV|*|USA|*|39.912923|*|-80.73701
65|*|Cranston, RI|*|USA|*|41.76435|*|-71.50972
70|*|Southern New Hampshire -Paypal Preferred!|*|USA|*||*|
243|*|Orland Park 708-349-2486|*|USA|*|41.598255|*|-87.89201
127|*|DAAPEEGOO LINGERIE|*|USA|*||*|
177|*|CHECK MY STORE for MORE HOLIDAY GIFT IDEAS|*|USA|*||*|
263|*|Trenton, Ga|*|USA|*||*|
508|*|Moutains of Pennsylvania|*|USA|*||*|
31|*|Mankato|*|USA|*|44.056047|*|-94.069828
109|*|REDDING, CA|*|USA|*|40.704337|*|-122.387808
67|*|DUSTY SOUTHWEST|*|USA|*||*|
62|*|Hamburg, NJ|*|USA|*|41.156187|*|-74.57094
89|*|Binghamton, NY|*|USA|*|42.121443|*|-75.93329
55|*|Toney, Alabama|*|USA|*|0.0|*|0.0
32|*|KraZyKidZStuff-BUY NOW, PLAY LATER!!!|*|USA|*||*|
129|*|God bless Our nation!|*|USA|*||*|
117|*|Santa Maria|*|USA|*|34.956344|*|-120.45243
63|*|Eastern Washington|*|USA|*||*|
55|*|Warsaw, MO|*|USA|*|38.242861|*|-93.36354
97|*|A1A-BEACHFRONT AVENUE|*|USA|*||*|
35|*|HOME OF THOMAS JEFFERSON|*|USA|*||*|
254|*|Brownsburg, INDIANA|*|USA|*|39.84952|*|-86.38739
148|*|First State|*|USA|*||*|
16|*|North Jersey/South NY|*|USA|*||*|
8|*|Sunshine State:)|*|USA|*|29.105506|*|-81.08642
56|*|Akron, PA|*|USA|*|40.156472|*|-76.204
598|*|Toll Free 1-877-484-9805|*|USA|*||*|
844|*|Land of OZ|*|USA|*|37.643659|*|-83.67763
127|*|Diamond Bar,CA-check out our other items!!|*|USA|*|34.004172|*|-117.81673
80|*|garden grove|*|USA|*|33.640302|*|-117.769442
372|*|The Great State of Texas|*|USA|*||*|
266|*|newport news, va|*|USA|*|37.195924|*|-76.524805
185|*|N. California|*|USA|*||*|
35|*|Merry Xmas!|*|USA|*||*|
66|*|Loveland, Colorado|*|USA|*|40.38636|*|-105.163377
86|*|Valley Cottage, NY|*|USA|*|41.119788|*|-73.94455
247|*|PITTSBURGH,PA|*|USA|*|40.420019|*|-79.939473
222|*|Essen en Oudenbosch.|*|Netherlands|*||*|
241|*|Camano Island|*|USA|*||*|
29|*|Fort Knox|*|USA|*||*|
88|*|EASTERN WA|*|USA|*||*|
24|*|USA and Canada|*|Canada|*||*|
105|*|GOD BLESS OUR TROOPS AND THE U.S.A.|*|USA|*||*|
234|*|Space Coast-Cocoa, Florida|*|USA|*|26.663097|*|-80.71827
100|*|Down South|*|USA|*||*|
188|*|ocean|*|USA|*||*|
192|*|SS|*|USA|*||*|
743|*|Illinois Jack's Hut|*|USA|*||*|
9|*|Ohio Hills|*|USA|*||*|
47|*|SPOKANE, WASHINGTON|*|USA|*|47.653568|*|-117.431742
109|*|WPB, FL|*|USA|*|29.931204|*|-82.42643
138|*|CHECK OUT MORE OF MY AUCTIONS THIS WEEK|*|USA|*||*|
192|*|Trenton - Horse Country|*|USA|*||*|
81|*|BORDER BETWEEN CANADA & THE UNITED STATES|*|Canada|*||*|
55|*|HaPpY HoLiDaYs !!|*|USA|*||*|
128|*|Fresno, Ca.|*|USA|*|36.746375|*|-119.639658
137|*|SYRACUSE NY|*|USA|*|43.075066|*|-76.17411
222|*|Ansonia Ohio|*|USA|*|40.215278|*|-84.6477
201|*|BONNEY LAKE|*|USA|*||*|
69|*|Charente-Maritime|*|France|*||*|
149|*|Rocky Mountains - God Bless America!!!!|*|USA|*||*|
55|*|Shelter Island, NY|*|USA|*|41.060843|*|-72.33159
66|*|UpState New York|*|USA|*||*|
5|*|Amity, OR|*|USA|*|45.100504|*|-123.22834
120|*|PADUCAH, KY|*|USA|*|37.044233|*|-88.59046
114|*|FREDERICKSBURG VA PAYPAL ACCEPTED|*|USA|*|38.184716|*|-77.662559
284|*|Northern VA|*|USA|*||*|
205|*|Warwick, Rhode Island|*|USA|*|41.706814|*|-71.3911
93|*|www.MEADOWPINES.com|*|USA|*||*|
70|*|Sunny South Florida|*|USA|*||*|
64|*|GLENDALE AZ|*|USA|*|33.276539|*|-112.18717
29|*|Mountain View, CA|*|USA|*||*|
161|*|NEW YORK NEW YORK|*|USA|*|40.679845|*|-73.986415
543|*|LA, CA|*|USA|*|34.175205|*|-118.382212
72|*|Gates NC|*|USA|*|36.501152|*|-76.78039
123|*|Lake Michigan|*|USA|*||*|
57|*|Hair Me Now - OKLAHOMA|*|USA|*|35.303547|*|-98.55543
502|*|Arkansas|*|USA|*|34.261359|*|-92.09592
148|*|Elizabeth City, NC|*|USA|*|36.293192|*|-76.23692
94|*|EVANSVILLE IN|*|USA|*||*|
602|*|Austin, TX|*|USA|*|30.31536|*|-97.663293
39|*|Tustin CA|*|USA|*|33.739571|*|-117.78618
37|*|Queen City|*|USA|*||*|
290|*|Marshalltown, Iowa : Queen City Of The West|*|USA|*|42.042506|*|-92.90646
15|*|Cudahy, Wisconsin|*|USA|*||*|
83|*|Land of the Free!!|*|USA|*||*|
498|*|Champlain NY|*|USA|*|44.965887|*|-73.43636
181|*|Park Your Car In The HARVARD Yard Mass.|*|USA|*||*|
309|*|Hong Kong (Paypal)|*|Hong Kong|*||*|
55|*|Phoenix, Az|*|USA|*||*|
10|*|Schenectady, NY, USA|*|USA|*|42.833261|*|-74.058015
169|*|keep the bell of freedom ringing|*|USA|*||*|
106|*|Virginia|*|USA|*|39.085309|*|-77.645224
66|*|JML Marketing|*|USA|*||*|
107|*|Weare, NH|*|USA|*|43.080986|*|-71.72329
10|*|New Berlin, Wi|*|USA|*|42.980163|*|-88.09438
279|*|Southeast Missouri|*|USA|*||*|
515|*|Use BUY IT NOW - Shipped for Christmas|*|USA|*||*|
211|*|WIN 5 OF MY AUCTIONS & THE SHIPPING IS ON ME!|*|USA|*||*|
80|*|WEST PALM BEACH FL.|*|USA|*||*|
51|*|Bokchito, OK|*|USA|*||*|
68|*|The Gothic Garden, Florida|*|USA|*|27.575972|*|-82.58493
119|*|clearwater, fl|*|USA|*|27.891809|*|-82.724763
101|*|SOOO SEXY!!!!|*|USA|*||*|
23|*|MELBOURNE|*|Australia|*||*|
5|*|Kalamazoo, MI|*|USA|*|42.292335|*|-85.525359
163|*|Broken Arrow, OK|*|USA|*||*|
476|*|florida|*|USA|*|30.567684|*|-81.84051
307|*|Greenwood, Delaware|*|USA|*|38.818541|*|-75.60966
158|*|Monroe, NC|*|USA|*|34.936388|*|-80.5382
389|*|Occoquan, Virginia 22192|*|USA|*||*|
234|*|NJ...but I wanna be in ITALY!!!! :-)|*|USA|*|40.695401|*|-74.26933
349|*|Fort Scott, KS|*|USA|*|37.823295|*|-94.73389
24|*|Clearwater, FL|*|USA|*|27.891809|*|-82.724763
13|*|McCormack Auction Co., Inc.|*|USA|*||*|
145|*|LONG VALLEY, NJ|*|USA|*|40.788599|*|-74.78295
64|*|Oak Harbor, WA|*|USA|*|48.310127|*|-122.655862
389|*|Southwestern NY|*|USA|*||*|
37|*|Northwest CT.|*|USA|*||*|
52|*|Moses lake|*|USA|*|47.133606|*|-119.28455
17|*|Loranger, LA|*|USA|*||*|
20|*|PAcific Northwest|*|USA|*||*|
2|*|Vacaville, Ca.|*|USA|*||*|
160|*|Toluca Lake|*|USA|*|33.786594|*|-118.298662
387|*|HOLLYWOOD|*|USA|*|36.85443|*|-121.411909
274|*|Heaven Bound|*|USA|*||*|
43|*|SOUTHEAST OHIO|*|USA|*||*|
262|*|The Very Merry Very Sexy Land of OZZZZZZZZZZZ|*|USA|*||*|
207|*|Calabasas, CA|*|USA|*|33.786594|*|-118.298662
212|*|Phoenix,Valley of the Sun.|*|USA|*||*|
76|*|Indiana Bound|*|USA|*|40.304473|*|-86.469044
10|*|City of Lights|*|USA|*||*|
109|*|Middleburg Hts. OH|*|USA|*|40.293691|*|-83.5827
328|*|Rio, Home of Undun Wind ~ Dun QH Stallion, WI|*|USA|*|43.442214|*|-89.24134
874|*|Hamilton, Ontario|*|Canada|*||*|
109|*|Westminster, CO|*|USA|*|39.862286|*|-105.072049
748|*|Arizona|*|USA|*||*|
341|*|Louisville, KY|*|USA|*||*|
50|*|twuen wan|*|Hong Kong|*||*|
537|*|no|*|USA|*||*|
67|*|Grammy's Treasures, NJ|*|USA|*|39.056521|*|-74.816619
279|*|Encinitas, CA|*|USA|*|33.053092|*|-117.26855
15|*|Our Closet|*|USA|*||*|
20|*|Bedford, England|*|United Kingdom|*||*|
201|*|Norco, CA|*|USA|*|33.925885|*|-117.55978
94|*|Cleveland, OHIO|*|USA|*|41.685744|*|-81.672797
545|*|PRESTON, MN|*|USA|*|43.646355|*|-92.12329
68|*|PAY-PAL|*|USA|*||*|
83|*|***BATH & BODY MAKES A GREAT GIFT!!!!********|*|USA|*||*|
85|*|Taylor, Michigan|*|USA|*||*|
147|*|WOW WHAT A DEAL|*|USA|*||*|
689|*|Central Georgia|*|USA|*|34.080035|*|-84.21929
143|*|***Paypal***Billpoint***|*|USA|*||*|
110|*|continental comics|*|USA|*||*|
240|*|Navy Parents & Proud Of It!! Texas|*|USA|*||*|
177|*|Northwestern Washington|*|USA|*||*|
112|*|North America! USA and|*|Canada|*||*|
202|*|LAKE ERIE|*|USA|*||*|
192|*|MILAN|*|Italy|*||*|
119|*|Snowy, vindy Vermont|*|USA|*||*|
78|*|Historic Pearl Harbor|*|USA|*||*|
59|*|Garland TX www.krissask.com|*|USA|*|32.767268|*|-96.777626
570|*|BLOOMINGTON INDIANA|*|USA|*|39.173234|*|-86.501543
91|*|Homosassa|*|USA|*|28.859286|*|-82.508694
51|*|Waycross, Ga.|*|USA|*|31.205194|*|-82.37534
9|*|Heart of it all|*|USA|*||*|
28|*|NIMITZ HILL ESTATES, GUAM|*|USA|*||*|
97|*|Huntington Beach,CA|*|USA|*||*|
147|*|Bartlett, TN|*|USA|*||*|
575|*|Clarksville, TN|*|USA|*||*|
180|*|Western, NY|*|USA|*|39.006963|*|-119.94762
36|*|sc|*|USA|*||*|
0|*|God's Country|*|USA|*||*|
370|*|Ft. Worth,Texas|*|USA|*||*|
270|*|bremerton|*|USA|*|47.569167|*|-122.63479
98|*|ck my auctions|*|USA|*||*|
175|*|package sent from Hong Kong|*|USA|*||*|
405|*|KC, MO|*|USA|*||*|
120|*|East Tennessee|*|USA|*||*|
215|*|East Texat|*|USA|*||*|
316|*|CHEAP SHIPPING|*|USA|*||*|
233|*|North West, Ohio|*|USA|*|40.135426|*|-84.619129
98|*|Jantzen Beach|*|USA|*||*|
450|*|Sunny, FL|*|USA|*|27.713353|*|-82.35965
0|*|historic Maryland (21701)|*|USA|*||*|
305|*|corvallis, or|*|USA|*|44.49893|*|-123.445033
354|*|GOOD LUCK!!|*|USA|*||*|
81|*|TIFFIN|*|USA|*||*|
161|*|Marshall, Michigan|*|USA|*|42.204494|*|-84.949919
366|*|ALFRED, MAINE 04002|*|USA|*||*|
107|*|Perth, Western Australia|*|Australia|*||*|
146|*|England, United Kingdom|*|United Kingdom|*||*|
100|*|*My Closet In East Texas Baby!!!*|*|USA|*||*|
64|*|MOTOWN, MI|*|USA|*|41.884795|*|-84.593491
11|*|The Other City With A Pyramid|*|USA|*||*|
199|*|Marshall Michigan|*|USA|*||*|
0|*|COLLEGE PARK,MD|*|USA|*|38.833563|*|-76.877743
34|*|BEAN'S CLOSET|*|USA|*||*|
57|*|So. Indiana|*|USA|*||*|
104|*|Surfside Beach|*|USA|*||*|
494|*|ONTARIO|*|Canada|*||*|
146|*|Huntington, WV|*|USA|*|38.413384|*|-82.277401
47|*|BRAND NEW! READY TO SHIP! PAYPAL OK!|*|USA|*||*|
52|*|St. Paul, MN|*|USA|*|45.005902|*|-93.105869
44|*|applecreek ohio|*|USA|*|40.739199|*|-81.80457
254|*|My garage, closets and spare room!|*|USA|*||*|
151|*|I ADD NEW TOMMY BAHAMA, EARL, DIESEL WACOAL A|*|USA|*||*|
75|*|www.knappsspecials.com|*|USA|*||*|
250|*|ORIENTAL, NC|*|USA|*|35.040757|*|-76.69263
178|*|Leavenworth, KS 66048|*|USA|*||*|
184|*|PORT ORCHARD|*|USA|*||*|
127|*|mummy returns|*|USA|*||*|
648|*|Douglas, WY|*|USA|*|42.935874|*|-105.37303
46|*|Great Lakes State|*|USA|*||*|
586|*|We ship internationally from|*|Australia|*||*|
17|*|York PA|*|USA|*||*|
313|*|Berkeley, California|*|USA|*|37.866825|*|-122.253582
306|*|Riverview|*|USA|*||*|
0|*|Chicago's Northern Suburbs|*|USA|*|41.811929|*|-87.68732
182|*|Muncy, PA|*|USA|*|41.208834|*|-76.73877
327|*|Calfornia's Central Coast|*|USA|*|33.921313|*|-118.40843
43|*|WE COMBINE SHIPPING|*|USA|*||*|
313|*|ST MARYS PA COMBINE SHIPPING & SAVE $$$$$$$$$|*|USA|*||*|
302|*|Fort Smith, Arkansas|*|USA|*||*|
96|*|Saint Di_ des Vosges|*|France|*||*|
29|*|Gretna, La|*|USA|*|29.894261|*|-90.03072
30|*|The Garden State|*|USA|*||*|
12|*|LIBERTY, NC|*|USA|*||*|
219|*|O-H-I-O Buckeye Country|*|USA|*||*|
97|*|Zephyrhills|*|USA|*|28.26658|*|-82.34222
109|*|Lake george, N.Y. 12845|*|USA|*||*|
35|*|Winter Springs, FL|*|USA|*||*|
0|*|Lancaster, PA|*|USA|*|40.0185|*|-76.297582
95|*|UP NORTH|*|Canada|*||*|
275|*|See Gift Certificate|*|USA|*||*|
357|*|MEDINA, OHIO|*|USA|*|41.127594|*|-81.841079
125|*|BARTLETT,TN|*|USA|*||*|
294|*|Tampa Bay area, Florida|*|USA|*|27.871964|*|-82.438841
229|*|Winnipeg, Manitioba|*|Canada|*||*|
285|*|the here and now|*|USA|*||*|
54|*|WI~Treasures from the shores of Lake Michigan|*|USA|*|43.85255|*|-88.01085
491|*|Little Rock, Arkansas|*|USA|*||*|
38|*|California Sierra's|*|USA|*|33.944264|*|-118.1949
49|*|ST. LOUIS MO.|*|USA|*||*|
49|*|Central, PA|*|USA|*|40.028267|*|-79.39475
30|*|Andromeda|*|USA|*||*|
16|*|Fredericktown, Ohio|*|USA|*||*|
190|*|PASSIN IT ON FROM MUSKOGEE, OKLAHOMA !|*|USA|*||*|
254|*|WINDY CITY|*|USA|*|39.434148|*|-88.60033
763|*|Providence, RI|*|USA|*|41.871766|*|-71.558518
0|*|Boca Raton, FL|*|USA|*|26.645895|*|-80.430269
94|*|Austin Texas Home of 2.00 DVD SHIPPING !!|*|USA|*|30.31536|*|-97.663293
287|*|PALM SPRINGS|*|USA|*||*|
757|*|North Stonington, CT|*|USA|*|41.456189|*|-71.86813
209|*|Alberta, Canada|*|Canada|*||*|
80|*|Rapid City,SD|*|USA|*||*|
136|*|California, USA|*|USA|*|34.032383|*|-119.1343
53|*|*Midwest COLD USA*|*|USA|*||*|
75|*|In God We Trust.......United We Stand|*|USA|*||*|
